time="2026-03-12T01:03:21Z" level=warning msg="The \"OPENCLAW_ADMIN_PASSWORD\" variable is not set. Defaulting to a blank string."
grafana-1  | 2026-03-12T01:03:13.231791375Z logger=auth t=2026-03-12T01:03:13.231652745Z level=debug msg="Starting cleanup of external sessions"
grafana-1  | 2026-03-12T01:03:17.353326574Z logger=infra.kvstore.sql t=2026-03-12T01:03:17.353196952Z level=debug msg="got kvstore value" orgId=0 namespace=plugin.publickeys key=key-7e4d0c6a708866e7 value="-----BEGIN PGP PUBLIC KEY BLOCK-----\r\nVersion: OpenPGP.js v4.10.1\r\nComment: https://openpgpjs.org\r\n\r\nxpMEXpTXXxMFK4EEACMEIwQBiOUQhvGbDLvndE0fEXaR0908wXzPGFpf0P0Z\r\nHJ06tsq+0higIYHp7WTNJVEZtcwoYLcPRGaa9OQqbUU63BEyZdgAkPTz3RFd\r\n5+TkDWZizDcaVFhzbDd500yTwexrpIrdInwC/jrgs7Zy/15h8KA59XXUkdmT\r\nYB6TR+OA9RKME+dCJozNGUdyYWZhbmEgPGVuZ0BncmFmYW5hLmNvbT7CvAQQ\r\nEwoAIAUCXpTXXwYLCQcIAwIEFQgKAgQWAgEAAhkBAhsDAh4BAAoJEH5NDGpw\r\niGbnaWoCCQGQ3SQnCkRWrG6XrMkXOKfDTX2ow9fuoErN46BeKmLM4f1EkDZQ\r\nTpq3SE8+My8B5BIH3SOcBeKzi3S57JHGBdFA+wIJAYWMrJNIvw8GeXne+oUo\r\nNzzACdvfqXAZEp/HFMQhCKfEoWGJE8d2YmwY2+3GufVRTI5lQnZOHLE8L/Vc\r\n1S5MXESjzpcEXpTXXxIFK4EEACMEIwQBtHX/SD5Qm3v4V92qpaIZQgtTX0sT\r\ncFPjYWAHqsQ1iENrYN/vg1wU3ADlYATvydOQYvkTyT/tbDvx2Fse8PL84MQA\r\nYKKQ6AJ3gLVvmeouZdU03YoV4MYaT8KbnJUkZQZkqdz2riOlySNI9CG3oYmv\r\nomjUAtzgAgnCcurfGLZkkMxlmY8DAQoJwqQEGBMKAAkFAl6U118CGwwACgkQ\r\nfk0ManCIZuc0jAIJAVw2xdLr4ZQqPUhubrUyFcqlWoW8dQoQagwO8s8ubmby\r\nKuLA9FWJkfuuRQr+O9gHkDVCez3aism7zmJBqIOi38aNAgjJ3bo6leSS2jR/\r\nx5NqiKVi83tiXDPncDQYPymOnMhW0l7CVA7wj75HrFvvlRI/4MArlbsZ2tBn\r\nN1c5v9v/4h6qeA==\r\n=DNbR\r\n-----END PGP PUBLIC KEY BLOCK-----\r\n"
grafana-1  | 2026-03-12T01:03:17.423731740Z logger=plugins.signature t=2026-03-12T01:03:17.423491218Z level=debug msg="Plugin signature valid" id=grafana-metricsdrilldown-app
grafana-1  | 2026-03-12T01:03:17.424015892Z logger=plugin.loader t=2026-03-12T01:03:17.423947293Z level=debug msg=Bootstrapped class=external duration=71.687581ms
grafana-1  | 2026-03-12T01:03:17.424170763Z logger=plugin.signature.validator t=2026-03-12T01:03:17.424115308Z level=debug msg="Plugin has valid signature" id=grafana-metricsdrilldown-app
grafana-1  | 2026-03-12T01:03:17.436013483Z logger=plugin.loader t=2026-03-12T01:03:17.435824217Z level=debug msg=Validated class=external duration=11.761067ms total=1
grafana-1  | 2026-03-12T01:03:17.436242725Z logger=plugins.registration t=2026-03-12T01:03:17.436194476Z level=info msg="Plugin registered" pluginId=grafana-metricsdrilldown-app
grafana-1  | 2026-03-12T01:03:17.436384031Z logger=plugin.loader t=2026-03-12T01:03:17.43632653Z level=debug msg=Initialized class=external duration=207.371µs
grafana-1  | 2026-03-12T01:03:17.436497886Z logger=plugin.loader source=external t=2026-03-12T01:03:17.43644556Z level=debug msg="Plugin source loaded" plugins=grafana-metricsdrilldown-app duration=87.690139ms
grafana-1  | 2026-03-12T01:03:17.436619783Z logger=plugin.backgroundinstaller t=2026-03-12T01:03:17.436567558Z level=info msg="Plugin successfully installed" pluginId=grafana-metricsdrilldown-app version= duration=848.603472ms
grafana-1  | 2026-03-12T01:03:20.003770023Z logger=ngalert.scheduler t=2026-03-12T01:03:20.003584045Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:03:30.001469499Z logger=ngalert.scheduler t=2026-03-12T01:03:30.001254469Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:03:40.001863996Z logger=ngalert.scheduler t=2026-03-12T01:03:40.001561799Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:03:43.045774974Z logger=infra.lockservice t=2026-03-12T01:03:43.045378731Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:03:43.062897060Z logger=infra.lockservice t=2026-03-12T01:03:43.061969209Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:03:43.062945450Z logger=dashboard-service t=2026-03-12T01:03:43.06253Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:03:43.062952219Z logger=dashboard-service t=2026-03-12T01:03:43.062577631Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:03:43.063433840Z logger=infra.kvstore.sql t=2026-03-12T01:03:43.063354534Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:03:43.063614932Z logger=dashboard-service t=2026-03-12T01:03:43.063537882Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:03:43.068568247Z logger=grafana-apiserver t=2026-03-12T01:03:43.068356507Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:03:43.078636101Z logger=grafana-apiserver t=2026-03-12T01:03:43.078411541Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:03:43.096230983Z logger=grafana-apiserver t=2026-03-12T01:03:43.095971108Z level=debug msg=Response status="200 OK" milliseconds=27
grafana-1  | 2026-03-12T01:03:43.097687674Z logger=grafana-apiserver t=2026-03-12T01:03:43.09752135Z level=debug msg=HTTP verb=LIST URI= latency=23.0285ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=99b3acf0-2c8e-413d-a131-6945bf4a87cf srcIP= resp=200
grafana-1  | 2026-03-12T01:03:43.099028476Z logger=dashboard-service t=2026-03-12T01:03:43.098860244Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:03:43.099104018Z logger=infra.lockservice t=2026-03-12T01:03:43.098921209Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=36.958877ms
grafana-1  | 2026-03-12T01:03:43.099109601Z logger=infra.lockservice t=2026-03-12T01:03:43.098944996Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=53.580374ms
grafana-1  | 2026-03-12T01:03:50.062754325Z logger=ngalert.scheduler t=2026-03-12T01:03:50.032629428Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:04:00.002178992Z logger=ngalert.scheduler t=2026-03-12T01:04:00.001998228Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:04:10.001271319Z logger=ngalert.scheduler t=2026-03-12T01:04:10.000950348Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:04:13.046457916Z logger=infra.lockservice t=2026-03-12T01:04:13.04471817Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:04:13.054032084Z logger=ssosettings.service t=2026-03-12T01:04:13.053824341Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:04:13.077985326Z logger=secrets t=2026-03-12T01:04:13.072971764Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:04:13.078019650Z logger=secrets t=2026-03-12T01:04:13.073101593Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:04:13.084094768Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:04:13.083982071Z level=debug msg="Synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:04:13.094156491Z logger=infra.lockservice t=2026-03-12T01:04:13.093807195Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:04:13.094576050Z logger=dashboard-service t=2026-03-12T01:04:13.09446706Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:04:13.094675909Z logger=dashboard-service t=2026-03-12T01:04:13.094616226Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:04:13.098001687Z logger=infra.kvstore.sql t=2026-03-12T01:04:13.095082381Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:04:13.098022160Z logger=dashboard-service t=2026-03-12T01:04:13.095180215Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:04:13.098028314Z logger=grafana-apiserver t=2026-03-12T01:04:13.095448009Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:04:13.098036045Z logger=grafana-apiserver t=2026-03-12T01:04:13.096085922Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:04:13.122145844Z logger=ssosettings.service t=2026-03-12T01:04:13.121979249Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:04:13.122494990Z logger=ssosettings.service t=2026-03-12T01:04:13.122430207Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:04:13.122699637Z logger=ssosettings.service t=2026-03-12T01:04:13.122626298Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:04:13.122885237Z logger=ssosettings.service t=2026-03-12T01:04:13.122819972Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:04:13.123067674Z logger=ssosettings.service t=2026-03-12T01:04:13.123004965Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:04:13.123238155Z logger=ssosettings.service t=2026-03-12T01:04:13.123171619Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:04:13.123530699Z logger=ssosettings.service t=2026-03-12T01:04:13.123476492Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:04:13.124143212Z logger=ssosettings.service t=2026-03-12T01:04:13.124085194Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:04:13.124823923Z logger=grafana-apiserver t=2026-03-12T01:04:13.124732634Z level=debug msg=HTTP verb=LIST URI= latency=28.851986ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=1f0f3688-1322-4860-aead-f3f5b71e24d8 srcIP= resp=200
grafana-1  | 2026-03-12T01:04:13.125607557Z logger=grafana-apiserver t=2026-03-12T01:04:13.125542328Z level=debug msg=Response status="200 OK" milliseconds=29
grafana-1  | 2026-03-12T01:04:13.132913112Z logger=dashboard-service t=2026-03-12T01:04:13.127137449Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:04:13.132944638Z logger=infra.lockservice t=2026-03-12T01:04:13.127519632Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=33.718314ms
grafana-1  | 2026-03-12T01:04:13.132949789Z logger=infra.lockservice t=2026-03-12T01:04:13.127821565Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=83.119247ms
grafana-1  | 2026-03-12T01:04:13.148740222Z logger=ngalert.sender.router t=2026-03-12T01:04:13.148573288Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:04:13.149887241Z logger=ngalert.sender.router t=2026-03-12T01:04:13.149750208Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:04:13.157933987Z logger=ngalert.notifier component=alertmanager orgID=1 t=2026-03-12T01:04:13.156876294Z level=debug msg="Config hasn't changed, skipping configuration sync."
grafana-1  | 2026-03-12T01:04:13.161073515Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:04:13.159761582Z level=debug msg="Done synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:04:20.001802568Z logger=ngalert.scheduler t=2026-03-12T01:04:20.001574297Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:04:28.089033124Z logger=bleve-backend namespace=default group=dashboard.grafana.app resource=dashboards t=2026-03-12T01:04:28.08767465Z level=debug msg="Updating index" sinceRV=1773277390153008 requests=1
grafana-1  | 2026-03-12T01:04:28.090562041Z logger=bleve-backend namespace=default group=dashboard.grafana.app resource=dashboards t=2026-03-12T01:04:28.090367132Z level=debug msg="Finished updating index" sinceRV=1773277390153008 listRV=1773277390153008 duration=2.616177ms docs=0
grafana-1  | 2026-03-12T01:04:28.090717469Z logger=resource-search t=2026-03-12T01:04:28.090588333Z level=debug msg="Index updated before search" namespace=default group=dashboard.grafana.app resource=dashboards reason=getStats duration=2.920382ms rv=1773277390153008
grafana-1  | 2026-03-12T01:04:28.090818982Z logger=resource-search t=2026-03-12T01:04:28.090690798Z level=debug msg="Search stats" operation=GetStats elapsedTime=3.047446ms indexBuildTime=0s indexUpdateTime=2.920382ms requestConversionTime=0s searchTime=0s totalHits=0 returnedDocuments=0 resultsConversionTime=0s namespace=default group=dashboard.grafana.app/dashboards folder=
grafana-1  | 2026-03-12T01:04:28.097515760Z logger=bleve-backend namespace=default group=folder.grafana.app resource=folders size=0 reason=getStats t=2026-03-12T01:04:28.097324702Z level=info msg="Building index using memory"
grafana-1  | 2026-03-12T01:04:28.099918420Z logger=bleve-backend namespace=default group=folder.grafana.app resource=folders size=0 reason=getStats t=2026-03-12T01:04:28.099678292Z level=info msg="Finished building index" elapsed=2.173317ms listRV=1773277390139007
grafana-1  | 2026-03-12T01:04:28.099976325Z logger=bleve-backend namespace=default group=folder.grafana.app resource=folders size=0 reason=getStats t=2026-03-12T01:04:28.099864061Z level=info msg="Storing index in cache" key="{Namespace:default Group:folder.grafana.app Resource:folders}" expiration=2026-03-12T01:14:28.099860117Z
grafana-1  | 2026-03-12T01:04:28.100172506Z logger=bleve-backend namespace=default group=folder.grafana.app resource=folders t=2026-03-12T01:04:28.100019964Z level=debug msg="Updating index" sinceRV=1773277390139007 requests=1
grafana-1  | 2026-03-12T01:04:28.100865906Z logger=bleve-backend namespace=default group=folder.grafana.app resource=folders t=2026-03-12T01:04:28.100705557Z level=debug msg="Finished updating index" sinceRV=1773277390139007 listRV=1773277390139007 duration=611.788µs docs=0
grafana-1  | 2026-03-12T01:04:28.100993533Z logger=resource-search t=2026-03-12T01:04:28.100868645Z level=debug msg="Index updated before search" namespace=default group=folder.grafana.app resource=folders reason=getStats duration=849.488µs rv=1773277390139007
grafana-1  | 2026-03-12T01:04:28.101001927Z logger=resource-search t=2026-03-12T01:04:28.1009033Z level=debug msg="Search stats" operation=GetStats elapsedTime=9.612684ms indexBuildTime=8.694468ms indexUpdateTime=849.488µs requestConversionTime=0s searchTime=0s totalHits=0 returnedDocuments=0 resultsConversionTime=0s namespace=default group=folder.grafana.app/folders folder=
grafana-1  | 2026-03-12T01:04:28.104815981Z logger=bleve-backend namespace=default group=provisioning.grafana.app resource=repositories size=0 reason=getStats t=2026-03-12T01:04:28.104620285Z level=info msg="Building index using memory"
grafana-1  | 2026-03-12T01:04:28.106553395Z logger=bleve-backend namespace=default group=provisioning.grafana.app resource=repositories size=0 reason=getStats t=2026-03-12T01:04:28.106331643Z level=info msg="Finished building index" elapsed=1.539336ms listRV=1
grafana-1  | 2026-03-12T01:04:28.106640784Z logger=bleve-backend namespace=default group=provisioning.grafana.app resource=repositories size=0 reason=getStats t=2026-03-12T01:04:28.106498476Z level=info msg="Storing index in cache" key="{Namespace:default Group:provisioning.grafana.app Resource:repositories}" expiration=2026-03-12T01:14:28.106495637Z
grafana-1  | 2026-03-12T01:04:28.106920414Z logger=bleve-backend namespace=default group=provisioning.grafana.app resource=repositories t=2026-03-12T01:04:28.10671069Z level=debug msg="Updating index" sinceRV=1 requests=1
grafana-1  | 2026-03-12T01:04:28.107596464Z logger=bleve-backend namespace=default group=provisioning.grafana.app resource=repositories t=2026-03-12T01:04:28.107496034Z level=debug msg="Finished updating index" sinceRV=1 listRV=1 duration=753.635µs docs=0
grafana-1  | 2026-03-12T01:04:28.107873016Z logger=resource-search t=2026-03-12T01:04:28.107717176Z level=debug msg="Index updated before search" namespace=default group=provisioning.grafana.app resource=repositories reason=getStats duration=1.021009ms rv=1
grafana-1  | 2026-03-12T01:04:28.108007568Z logger=resource-search t=2026-03-12T01:04:28.107871925Z level=debug msg="Search stats" operation=GetStats elapsedTime=6.640085ms indexBuildTime=5.449498ms indexUpdateTime=1.021009ms requestConversionTime=0s searchTime=0s totalHits=0 returnedDocuments=0 resultsConversionTime=0s namespace=default group=provisioning.grafana.app/repositories folder=
grafana-1  | 2026-03-12T01:04:28.108129654Z logger=infra.usagestats t=2026-03-12T01:04:28.108037683Z level=info msg="Usage stats are ready to report"
grafana-1  | 2026-03-12T01:04:30.001700201Z logger=ngalert.scheduler t=2026-03-12T01:04:30.001431713Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:04:40.001168963Z logger=ngalert.scheduler t=2026-03-12T01:04:40.000925805Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:04:43.045933270Z logger=infra.lockservice t=2026-03-12T01:04:43.045130036Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:04:43.058103552Z logger=infra.lockservice t=2026-03-12T01:04:43.054779695Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:04:43.058127243Z logger=dashboard-service t=2026-03-12T01:04:43.055281011Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:04:43.058131509Z logger=dashboard-service t=2026-03-12T01:04:43.055340523Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:04:43.058134642Z logger=infra.kvstore.sql t=2026-03-12T01:04:43.055685592Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:04:43.058137956Z logger=dashboard-service t=2026-03-12T01:04:43.055722706Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:04:43.058140920Z logger=grafana-apiserver t=2026-03-12T01:04:43.056057197Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:04:43.058145399Z logger=grafana-apiserver t=2026-03-12T01:04:43.056435853Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:04:43.060996107Z logger=grafana-apiserver t=2026-03-12T01:04:43.060662793Z level=debug msg=HTTP verb=LIST URI= latency=4.417385ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=d25129b5-aabc-404b-9470-9eb43259d4ce srcIP= resp=200
grafana-1  | 2026-03-12T01:04:43.061477376Z logger=grafana-apiserver t=2026-03-12T01:04:43.060803653Z level=debug msg=Response status="200 OK" milliseconds=4
grafana-1  | 2026-03-12T01:04:43.061938547Z logger=dashboard-service t=2026-03-12T01:04:43.061827247Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:04:43.062240746Z logger=infra.lockservice t=2026-03-12T01:04:43.062114011Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=7.336212ms
grafana-1  | 2026-03-12T01:04:43.062249612Z logger=infra.lockservice t=2026-03-12T01:04:43.062160173Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=17.051552ms
grafana-1  | 2026-03-12T01:04:50.002169777Z logger=ngalert.scheduler t=2026-03-12T01:04:50.001955059Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:05:00.001550356Z logger=ngalert.scheduler t=2026-03-12T01:05:00.00127655Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:05:10.001683353Z logger=ngalert.scheduler t=2026-03-12T01:05:10.001377031Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:05:13.045018455Z logger=infra.lockservice t=2026-03-12T01:05:13.044486983Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:05:13.056384113Z logger=ssosettings.service t=2026-03-12T01:05:13.056175744Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:05:13.058495380Z logger=ssosettings.service t=2026-03-12T01:05:13.058328988Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:05:13.058871982Z logger=ssosettings.service t=2026-03-12T01:05:13.058793408Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:05:13.058952652Z logger=ssosettings.service t=2026-03-12T01:05:13.058896797Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:05:13.059052420Z logger=ssosettings.service t=2026-03-12T01:05:13.058976052Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:05:13.059224034Z logger=ssosettings.service t=2026-03-12T01:05:13.059139434Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:05:13.059544348Z logger=ssosettings.service t=2026-03-12T01:05:13.059308348Z level=debug msg="No SSO Settings found in the database, using system settings"
